date,world,name,has_estate
"document.getElementById('datetime-0.459530800924995').innerHTML = ldst_strftime(1517717701, 'YMD');",Famfrit,Dragon's Lair,No Estate or Plot
"document.getElementById('datetime-0.225797710603086').innerHTML = ldst_strftime(1517710409, 'YMD');",Hyperion,Ward,No Estate or Plot
"document.getElementById('datetime-0.535378876967094').innerHTML = ldst_strftime(1517709141, 'YMD');",Famfrit,The Justice Friends,No Estate or Plot
"document.getElementById('datetime-0.91664427211116').innerHTML = ldst_strftime(1517707914, 'YMD');",Leviathan,Anima Lux,No Estate or Plot
"document.getElementById('datetime-0.3657099312714').innerHTML = ldst_strftime(1517309122, 'YMD');",Fenrir,Noah,No Estate or Plot
"document.getElementById('datetime-0.50103169080765').innerHTML = ldst_strftime(1517220003, 'YMD');",Ultima,xPasSmh,No Estate or Plot
"document.getElementById('datetime-0.0869574823970645').innerHTML = ldst_strftime(1517219308, 'YMD');",Ridill,GkffSqPfjiYjqeJtU,No Estate or Plot
"document.getElementById('datetime-0.506199384562258').innerHTML = ldst_strftime(1517218930, 'YMD');",Valefor,FInnGsoUF,No Estate or Plot
"document.getElementById('datetime-0.581871182162235').innerHTML = ldst_strftime(1517218857, 'YMD');",Alexander,greens,No Estate or Plot
"document.getElementById('datetime-0.291962378484456').innerHTML = ldst_strftime(1517216726, 'YMD');",Durandal,"TEAM-CROW,s",No Estate or Plot
"document.getElementById('datetime-0.864347460183946').innerHTML = ldst_strftime(1517216393, 'YMD');",Durandal,Kinked Cat Tail,No Estate or Plot
"document.getElementById('datetime-0.351303740327481').innerHTML = ldst_strftime(1517705462, 'YMD');",Diabolos,Knightfall,No Estate or Plot
"document.getElementById('datetime-0.0401463785710767').innerHTML = ldst_strftime(1517704289, 'YMD');",Behemoth,Strength in Numbers,No Estate or Plot
"document.getElementById('datetime-0.285207351623846').innerHTML = ldst_strftime(1517703170, 'YMD');",Exodus,Savior That D & Rose,No Estate or Plot
"document.getElementById('datetime-0.617317126714912').innerHTML = ldst_strftime(1517703138, 'YMD');",Hyperion,Pinaco Bay West,No Estate or Plot
"document.getElementById('datetime-0.435025839462952').innerHTML = ldst_strftime(1517697444, 'YMD');",Diabolos,Crimsom Redemption,No Estate or Plot
"document.getElementById('datetime-0.470602451752665').innerHTML = ldst_strftime(1517694250, 'YMD');",Behemoth,Stonecastle,No Estate or Plot
"document.getElementById('datetime-0.048076692756247').innerHTML = ldst_strftime(1517692022, 'YMD');",Exodus,Wicked Inc,No Estate or Plot
"document.getElementById('datetime-0.495899050817929').innerHTML = ldst_strftime(1517689475, 'YMD');",Ultros,Drunk Spider Pigs,No Estate or Plot
"document.getElementById('datetime-0.905581652934458').innerHTML = ldst_strftime(1517685840, 'YMD');",Brynhildr,Just Us League,No Estate or Plot
"document.getElementById('datetime-0.44119366524901').innerHTML = ldst_strftime(1517216178, 'YMD');",Valefor,DTItduV,No Estate or Plot
"document.getElementById('datetime-0.0428446269010898').innerHTML = ldst_strftime(1517215480, 'YMD');",Durandal,pwfwaYAwxcQuOp,No Estate or Plot
"document.getElementById('datetime-0.670693037986496').innerHTML = ldst_strftime(1517214631, 'YMD');",Zeromus,eEkGXrd,No Estate or Plot
"document.getElementById('datetime-0.630320480169171').innerHTML = ldst_strftime(1517214128, 'YMD');",Yojimbo,OTSEAiP,No Estate or Plot
"document.getElementById('datetime-0.740405814906946').innerHTML = ldst_strftime(1517684414, 'YMD');",Behemoth,Emerald Vale,No Estate or Plot
"document.getElementById('datetime-0.466738430675512').innerHTML = ldst_strftime(1517642556, 'YMD');",Ultros,Hangout With Wangout,No Estate or Plot
"document.getElementById('datetime-0.85441211442205').innerHTML = ldst_strftime(1517641542, 'YMD');",Ultros,The Royal Syndicate,No Estate or Plot
"document.getElementById('datetime-0.672812094409721').innerHTML = ldst_strftime(1517633274, 'YMD');",Malboro,OrganizationXIII,No Estate or Plot
"document.getElementById('datetime-0.736656409167704').innerHTML = ldst_strftime(1517631386, 'YMD');",Malboro,M&M,Plot Only
"document.getElementById('datetime-0.00589783898161755').innerHTML = ldst_strftime(1517631104, 'YMD');",Leviathan,The Velvet Room,No Estate or Plot
"document.getElementById('datetime-0.239423743259341').innerHTML = ldst_strftime(1517630822, 'YMD');",Diabolos,Knights of Coimbra,No Estate or Plot
"document.getElementById('datetime-0.732751715537077').innerHTML = ldst_strftime(1517627982, 'YMD');",Behemoth,Knights of Bloodoath,No Estate or Plot
"document.getElementById('datetime-0.28431450140425').innerHTML = ldst_strftime(1517625916, 'YMD');",Leviathan,Black Box,No Estate or Plot
"document.getElementById('datetime-0.117921620547968').innerHTML = ldst_strftime(1517623916, 'YMD');",Ultros,EnigmasOfTheHallowed,No Estate or Plot
"document.getElementById('datetime-0.853936440431543').innerHTML = ldst_strftime(1517623355, 'YMD');",Ultros,Mystic Oblivion,No Estate or Plot
"document.getElementById('datetime-0.706346230093999').innerHTML = ldst_strftime(1517621303, 'YMD');",Brynhildr,Order of Fuzzy Poms,No Estate or Plot
"document.getElementById('datetime-0.955355728367305').innerHTML = ldst_strftime(1517620548, 'YMD');",Excalibur,The Covenant,No Estate or Plot
"document.getElementById('datetime-0.337149138337345').innerHTML = ldst_strftime(1517617122, 'YMD');",Lamia,Nexus,No Estate or Plot
"document.getElementById('datetime-0.875502310185954').innerHTML = ldst_strftime(1517613014, 'YMD');",Lamia,Plan F,No Estate or Plot
"document.getElementById('datetime-0.450367013486002').innerHTML = ldst_strftime(1517596056, 'YMD');",Exodus,Random Encounters,No Estate or Plot
"document.getElementById('datetime-0.435773834397391').innerHTML = ldst_strftime(1517589774, 'YMD');",Leviathan,Rabid Panda Gang,No Estate or Plot
"document.getElementById('datetime-0.872892954980408').innerHTML = ldst_strftime(1517587287, 'YMD');",Excalibur,Nyaruko,No Estate or Plot
"document.getElementById('datetime-0.657190925774135').innerHTML = ldst_strftime(1517587032, 'YMD');",Malboro,United Front Org.,No Estate or Plot
"document.getElementById('datetime-0.519083454442239').innerHTML = ldst_strftime(1517575512, 'YMD');",Diabolos,Holy Avengers,No Estate or Plot
"document.getElementById('datetime-0.547270376796604').innerHTML = ldst_strftime(1517675450, 'YMD');",Cerberus,Mithril Maiden,No Estate or Plot
"document.getElementById('datetime-0.546752109917076').innerHTML = ldst_strftime(1517672179, 'YMD');",Omega,Gilnea,No Estate or Plot
"document.getElementById('datetime-0.976094489741349').innerHTML = ldst_strftime(1517669075, 'YMD');",Omega,Naidraid,No Estate or Plot
"document.getElementById('datetime-0.741269607473289').innerHTML = ldst_strftime(1517666093, 'YMD');",Zodiark,Etro,No Estate or Plot
"document.getElementById('datetime-0.0312750883328903').innerHTML = ldst_strftime(1517660644, 'YMD');",Lich,Koala,No Estate or Plot
"document.getElementById('datetime-0.309516054102541').innerHTML = ldst_strftime(1517637168, 'YMD');",Moogle,Nymphetamine,No Estate or Plot
"document.getElementById('datetime-0.964556585070419').innerHTML = ldst_strftime(1517619193, 'YMD');",Louisoix,Lost Hope,No Estate or Plot
"document.getElementById('datetime-0.0602454166684403').innerHTML = ldst_strftime(1517614185, 'YMD');",Shiva,Dancing Mad,No Estate or Plot
"document.getElementById('datetime-0.734352390338699').innerHTML = ldst_strftime(1517612170, 'YMD');",Omega,Seekers Of The Just,No Estate or Plot
"document.getElementById('datetime-0.609586446921224').innerHTML = ldst_strftime(1517611883, 'YMD');",Odin,Eorzea's Finest,No Estate or Plot
"document.getElementById('datetime-0.224077777130539').innerHTML = ldst_strftime(1517610763, 'YMD');",Ragnarok,Honnouji Academy,No Estate or Plot
"document.getElementById('datetime-0.281478103375537').innerHTML = ldst_strftime(1517609202, 'YMD');",Phoenix,Eterne Luna,No Estate or Plot
"document.getElementById('datetime-0.35356786252261').innerHTML = ldst_strftime(1517606223, 'YMD');",Moogle,Hikari No Mezame,No Estate or Plot
"document.getElementById('datetime-0.646669929795504').innerHTML = ldst_strftime(1517601162, 'YMD');",Shiva,Lala Paradise,No Estate or Plot
"document.getElementById('datetime-0.806765330591467').innerHTML = ldst_strftime(1517600430, 'YMD');",Lich,Black Unicorn,No Estate or Plot
"document.getElementById('datetime-0.430593510876466').innerHTML = ldst_strftime(1517599040, 'YMD');",Phoenix,Pandora's Light,No Estate or Plot
"document.getElementById('datetime-0.0337964371908868').innerHTML = ldst_strftime(1517596736, 'YMD');",Shiva,Mogrybommelbande,No Estate or Plot
"document.getElementById('datetime-0.505135125809101').innerHTML = ldst_strftime(1517595679, 'YMD');",Omega,Les Copains de Zizi,No Estate or Plot
"document.getElementById('datetime-0.378189268897366').innerHTML = ldst_strftime(1517593146, 'YMD');",Ragnarok,LaBamba,No Estate or Plot
"document.getElementById('datetime-0.687549977107341').innerHTML = ldst_strftime(1517592837, 'YMD');",Louisoix,Mystic Misfits,No Estate or Plot
"document.getElementById('datetime-0.897164203872578').innerHTML = ldst_strftime(1517590685, 'YMD');",Louisoix,Les Mogs Rieurs,No Estate or Plot
"document.getElementById('datetime-0.418842466248318').innerHTML = ldst_strftime(1517589841, 'YMD');",Cerberus,Etherion,No Estate or Plot
"document.getElementById('datetime-0.81065107514214').innerHTML = ldst_strftime(1517586965, 'YMD');",Phoenix,Blue Phoenix,No Estate or Plot
"document.getElementById('datetime-0.921797942076385').innerHTML = ldst_strftime(1517586017, 'YMD');",Moogle,La Loge de Fortemps,No Estate or Plot
"document.getElementById('datetime-0.344370617105653').innerHTML = ldst_strftime(1517578204, 'YMD');",Ragnarok,Insanity,No Estate or Plot
"document.getElementById('datetime-0.157044834256208').innerHTML = ldst_strftime(1517576373, 'YMD');",Ragnarok,The Wasabi Family,No Estate or Plot
"document.getElementById('datetime-0.431476817140073').innerHTML = ldst_strftime(1517576033, 'YMD');",Omega,Stardust Crusaders,No Estate or Plot
"document.getElementById('datetime-0.59991716122072').innerHTML = ldst_strftime(1517575901, 'YMD');",Louisoix,fsaad,No Estate or Plot
"document.getElementById('datetime-0.339851184669968').innerHTML = ldst_strftime(1517575679, 'YMD');",Lich,Heroes of Moon,Estate Built
"document.getElementById('datetime-0.531858035685726').innerHTML = ldst_strftime(1517574654, 'YMD');",Phoenix,Iron Maiden,No Estate or Plot
"document.getElementById('datetime-0.29994066325974').innerHTML = ldst_strftime(1517571387, 'YMD');",Omega,L'EGI D'ODIN,No Estate or Plot
"document.getElementById('datetime-0.895593404050832').innerHTML = ldst_strftime(1517559682, 'YMD');",Lich,YTND,No Estate or Plot
"document.getElementById('datetime-0.840681539968813').innerHTML = ldst_strftime(1517558043, 'YMD');",Zodiark,YITG,No Estate or Plot
"document.getElementById('datetime-0.109209561583622').innerHTML = ldst_strftime(1517557471, 'YMD');",Omega,GOO-LI,No Estate or Plot
"document.getElementById('datetime-0.148727154270837').innerHTML = ldst_strftime(1517554999, 'YMD');",Phoenix,Kinghts of Pluto,No Estate or Plot
"document.getElementById('datetime-0.787992348730274').innerHTML = ldst_strftime(1517553105, 'YMD');",Omega,dawd,No Estate or Plot
"document.getElementById('datetime-0.565016288833121').innerHTML = ldst_strftime(1517548556, 'YMD');",Lich,fawad,No Estate or Plot
"document.getElementById('datetime-0.467064518113798').innerHTML = ldst_strftime(1517533303, 'YMD');",Odin,Outer-Heaven,No Estate or Plot
"document.getElementById('datetime-0.169715956881461').innerHTML = ldst_strftime(1517163932, 'YMD');",Atomos,calpis_soda,No Estate or Plot
"document.getElementById('datetime-0.279317311541455').innerHTML = ldst_strftime(1517532477, 'YMD');",Moogle,The Salt Miners,No Estate or Plot
"document.getElementById('datetime-0.872534702818289').innerHTML = ldst_strftime(1517528980, 'YMD');",Shiva,Shards of Eternity,No Estate or Plot
"document.getElementById('datetime-0.811301730250875').innerHTML = ldst_strftime(1517521984, 'YMD');",Phoenix,Albion Forever,No Estate or Plot
"document.getElementById('datetime-0.971669280637041').innerHTML = ldst_strftime(1517521187, 'YMD');",Louisoix,Evil Kittens,No Estate or Plot
"document.getElementById('datetime-0.363498755917455').innerHTML = ldst_strftime(1517520742, 'YMD');",Lich,Oh non pas lui!,No Estate or Plot
"document.getElementById('datetime-0.407656200764325').innerHTML = ldst_strftime(1517519468, 'YMD');",Zodiark,La Confrerie Celeste,Estate Built
"document.getElementById('datetime-0.441727044909058').innerHTML = ldst_strftime(1517518617, 'YMD');",Cerberus,The tales of Eorzea,No Estate or Plot
"document.getElementById('datetime-0.947760086865312').innerHTML = ldst_strftime(1517155293, 'YMD');",Garuda,Grand Chariot,No Estate or Plot
"document.getElementById('datetime-0.676415556219489').innerHTML = ldst_strftime(1517152822, 'YMD');",Carbuncle,Cafe's Snow,No Estate or Plot
"document.getElementById('datetime-0.0385187882211291').innerHTML = ldst_strftime(1517149489, 'YMD');",Tonberry,Prism,No Estate or Plot
"document.getElementById('datetime-0.995041240486955').innerHTML = ldst_strftime(1517145051, 'YMD');",Tonberry,Two oceans,No Estate or Plot
"document.getElementById('datetime-0.331068254824327').innerHTML = ldst_strftime(1517141913, 'YMD');",Carbuncle,Louvre,No Estate or Plot
"document.getElementById('datetime-0.922241691603514').innerHTML = ldst_strftime(1517516964, 'YMD');",Moogle,Sauciere d'or,No Estate or Plot
"document.getElementById('datetime-0.0341425470160104').innerHTML = ldst_strftime(1517516765, 'YMD');",Louisoix,The divine Elite,No Estate or Plot
"document.getElementById('datetime-0.490356862386026').innerHTML = ldst_strftime(1517516199, 'YMD');",Ragnarok,Cuervos Viejos,No Estate or Plot
"document.getElementById('datetime-0.105235387476483').innerHTML = ldst_strftime(1517516078, 'YMD');",Louisoix,Blanks Of Palamecia,No Estate or Plot
"document.getElementById('datetime-0.887791779385065').innerHTML = ldst_strftime(1517512585, 'YMD');",Omega,NoStress,No Estate or Plot
"document.getElementById('datetime-0.364279864149729').innerHTML = ldst_strftime(1517139855, 'YMD');",Atomos,Zion Land,No Estate or Plot
"document.getElementById('datetime-0.43323843180092').innerHTML = ldst_strftime(1517138217, 'YMD');",Typhon,Blue Rose,No Estate or Plot
"document.getElementById('datetime-0.0119474785879703').innerHTML = ldst_strftime(1517131055, 'YMD');",Carbuncle,Natural Standard.,No Estate or Plot
"document.getElementById('datetime-0.646085818929858').innerHTML = ldst_strftime(1517107290, 'YMD');",Ramuh,KAMADONEKO,No Estate or Plot
"document.getElementById('datetime-0.452639089014092').innerHTML = ldst_strftime(1517106309, 'YMD');",Unicorn,Apricot-class,No Estate or Plot
"document.getElementById('datetime-0.568731635893872').innerHTML = ldst_strftime(1517079532, 'YMD');",Carbuncle,Pay money To my Pain,No Estate or Plot
"document.getElementById('datetime-0.622219024437385').innerHTML = ldst_strftime(1517077882, 'YMD');",Tonberry,Beagleware,No Estate or Plot
"document.getElementById('datetime-0.518134227485927').innerHTML = ldst_strftime(1517067053, 'YMD');",Unicorn,Miraculous Adventure,No Estate or Plot
"document.getElementById('datetime-0.166666170730259').innerHTML = ldst_strftime(1517065519, 'YMD');",Unicorn,Sonare ex Unguler,No Estate or Plot
"document.getElementById('datetime-0.177810169290257').innerHTML = ldst_strftime(1517056264, 'YMD');",Kujata,SHEEP,No Estate or Plot
"document.getElementById('datetime-0.119344213252461').innerHTML = ldst_strftime(1517054895, 'YMD');",Gungnir,Ladro di Cuori,No Estate or Plot
"document.getElementById('datetime-0.21076010685621').innerHTML = ldst_strftime(1517054748, 'YMD');",Garuda,Yume-Ututu,No Estate or Plot
"document.getElementById('datetime-0.915980945234843').innerHTML = ldst_strftime(1517053284, 'YMD');",Atomos,Zombie.Bros,No Estate or Plot
"document.getElementById('datetime-0.899396071951546').innerHTML = ldst_strftime(1517047587, 'YMD');",Garuda,cafetime,No Estate or Plot
"document.getElementById('datetime-0.585460169125895').innerHTML = ldst_strftime(1517047197, 'YMD');",Garuda,Earth Defence Force,No Estate or Plot
"document.getElementById('datetime-0.740010684342604').innerHTML = ldst_strftime(1517040057, 'YMD');",Unicorn,Moderato,Estate Built
